CHARACTER	KARLGREN	KARLGRENCODE	XIESHENG	PINYIN	MCH
譙	1148	j	焦	qiào	dzjew
譚	0646	c	覃	tán	dom
譟	1134	c	喿	zào	sawH
譣	0613	c	僉	xiǎn	sjem
譣	0613	c	僉	xiǎn	tshjem
譣	0613	c	僉	xiǎn	tshjemX
警	0813	j	敬	jǐng	kjaengX
警	0813	j	敬	jǐng	kjiengX
譬	0853	t	辟	pì	phjieH
譯	0790	f	𥇡	yì	yek
議	0002	v	義	yì	ngjeH
譴	0196	f	遣	qiǎn	khjenH
護	0784	k	蒦	hù	huH
譸	1090	q	壽	zhōu	trjuw
譹	1129	z	?	háo	haw
譽	0089	i	與	yù	yo
譽	0089	i	與	yù	yoH
譿	0527	e	?	huì	hwejH
讀	1023	m	𧶠	dú	duwk
讁	0877	u	?	zhé	dreak
讁	0877	u	?	zhé	treak
讂	0167	h	𢿌	xuàn	xwenH
讄	0577	h	畾	lěi	lwijX
讆	0342	f	?	wèi	hjwejH
讇	0672	p	閻	chǎn	trhjemX
變	0178	o	䜌	biàn	pjenH
讌	0243	e	燕	yàn	'enH
讎	1091	a	雔	chóu	dzyuw
讒	0612	d	毚	chán	dzraemH
讒	0612	d	毚	chán	dzream
讒	0612	d	毚	chán	dzraem
讓	0730	i	𧞻	ràng	nyangH
讕	0185	o	闌	lán	lanX
讕	0185	o	闌	lán	lan
讘	0638	c	聶	niè	nyep
讙	0158	n	雚	huān	xwan
讚	0153	c	贊	zàn	tsanH
讞	0252	i	?	yàn	ngjenH
讞	0252	i	?	yàn	ngjet
讟	1023	n	𧶠	dú	duwk
谷	1202	a	𠔌	gǔ	kuwk
豀	0876	k	?	xī	hej
豁	0314	g	害	huō	xwat
豆	0118	a	𤽋	dòu	duwH
豈	0548	a	𢼸	qǐ	kjɨjX
豈	0548	a	𢼸	qǐ	khojX
豊	0597	a	豊	lǐ	lejX
豋	0883	a	?	dēng	tong
豎	0118	g	豆	shù	dzyuX
豐	1014	a	豐	fēng	phjowng
豐	1014	a	豐	fēng	phjuwng
豒	0591	n	豒	zhì	drit
豓	1247	a	盇	yàn	yemH
豔	1247	b	盇	yàn	yemH
豕	1238	f	豕	shǐ	syeX
豖	1218	a	豖	chù	trhjowk
豙	0516	a	豖	yì	ngjɨjH
豚	0428	a	豚	tún	dwon
豚	0428	a	豚	tún	dwonX
豝	0039	d	巴	bā	pae
象	0728	a	𧰼	xiàng	zjangX
豢	0226	o	𠔉	huàn	hwaenH
豣	0239	b	幵	jiān	ken
豤	0416	c	𥃩	kěn	khonX
豦	0803	a	豦	jù	gjoH
豦	0803	a	豦	jù	gjo
豨	0549	f	希	xī	xjɨjX
豨	0549	f	希	xī	xjɨj
豪	1129	n	高	háo	haw
豫	0083	e	予	yù	yoH
豬	0045	h	者	zhū	trjo
豭	0033	f	叚	jiā	kae
豲	0258	h	原	huán	hwan
豵	1191	k	從	zōng	tsuwng
豶	0437	r	賁	fén	bjun
豸	1238	b	豸	zhì	drjeX
豹	1244	k	勺	bào	paewH
豺	0943	t	才	chái	dzreaj
豻	0139	d'	干	àn	nganH
貂	1131	c'	召	diāo	tew
貅	1070	h	休	xiū	xjuw
貆	0164	l	𠄢	huán	xjwon
貆	0164	l	𠄢	huán	hwan
貆	0164	l	𠄢	huán	xwan
貉	0766	h	各	háo	maek
貉	0766	h	各	háo	maeH
貉	0766	h	各	háo	hak
貊	0781	f	百	mò	maek
貌	1171	b	皃	mào	maewH
貍	0978	h	里	lí	li
貓	1159	c	苗	māo	maew
貓	1159	c	苗	māo	mjew
貔	0566	h'	𣬉	pí	bjij
貙	0122	r	區	chū	'trhju
貝	0320	a	貝	bèi	pajH
貞	0834	g	鼎	zhēn	trjeng
負	1000	a	負	fù	bjuwX
財	0943	h	才	cái	dzoj
貢	1172	g	工	gòng	kuwngH
貣	0918	h	弋	tè	dok
貣	0918	h	弋	tè	thok
貧	0471	v	分	pín	bin
貨	0019	c	化	huò	xwaH
販	0262	f	反	fàn	pjonH
貪	0645	a	今	tān	thom
貫	0159	a	毌	guàn	kwan
貫	0159	a	毌	guàn	kwaenH
貫	0159	a	毌	guàn	kwanH
責	0868	m	朿	zé	tsreak
責	0868	m	朿	zé	tsreaH
貯	0084	g	宁	zhù	trjoX
貰	0339	d	世	shì	syejH
貲	0358	m	此	zī	tsje
貳	0564	g	弍	èr	nyijH
貴	0540	b	臾	guì	kjwɨjH
貶	0641	d	乏	biǎn	pjemX
貶	0641	d	乏	biǎn	pjaemX
買	1240	c	网	mǎi	meaX
貸	0918	p	代	dài	thojH
貺	0765	h	兄	kuàng	xjwangH
費	0500	s	弗	fèi	phjɨjH
貽	0976	x	台	yí	yi
貿	1114	j	戼	mào	muwH
貿	1114	j	戼	mào	mjuwH
賀	0015	j	加	hè	haH
賁	0437	a	卉	bì	bjun
賁	0437	a	卉	bì	pjeH
賁	0437	a	卉	bì	pwon
賂	0766	k'	各	lù	luH
賃	0667	t	任	lìn	nrimH
賄	0995	z	有	huì	xwojX
賅	0937	q	?	gāi	koj
資	0555	h	次	zī	tsij
賈	0038	b	襾	jiǎ	kuX
賈	0038	b	襾	jiǎ	kaeH
賊	0907	a	則	zéi	dzok
賑	0455	r	辰	zhèn	tsyinH
賒	0082	t	?	shē	syae
賓	0389	a	𡧍	bīn	pjinH
賓	0389	a	𡧍	bīn	pjin
賕	1066	j	求	qiú	gjuw
賖	0082	s	余	shē	syae
賙	1083	h	?	zhōu	tsyuw
賚	0944	k	來	lài	lojH
賛	0153	b	贊	zàn	tsanH
賜	0850	t	易	cì	sjeH
賞	0725	n	尚	shǎng	syang
賞	0725	n	尚	shǎng	syangX
賡	0746	g	賡	gēng	kaeng
賡	0746	g	賡	gēng	kaengH
賢	0368	e	臤	xián	hen
賢	0368	e	臤	xián	henH
賣	1240	e	??	mài	meaH
賣	1023	a	??	mài	yuwk
賤	0155	n	戔	jiàn	dzjenH
賦	0104	g	武	fù	pjuH
質	0493	a	質	zhì	trijH
質	0493	a	質	zhì	tsyit
賮	0381	f	㶳	jìn	dzinH
賴	0272	e	剌	lài	lajH
賵	1253	a	?	fèng	phjuwngH
賸	0893	l	朕	shèng	yingH
賻	0102	x'	尃	fù	bjuH
購	0109	k	冓	gòu	kuwH
賾	0868	s	?	zé	dzreak
贄	0685	m	𡙕	zhì	tsyijH
贅	0343	a	𢾕	zhuì	tsywejH
贈	0884	j	曽	zèng	dzongH
贊	0153	a	贊	zàn	tsanH
贍	0619	f	詹	shàn	dzyemH
贏	0816	f	𣎆	yíng	yeng
贐	0381	e	盡	jìn	dzinH
贓	0727	h'	臧	zāng	tsang
贖	1023	t	𧸇	shú	zyowk
贖	1023	t	𧸇	shú	dzyowk
贙	1250	g	贙	xuàn	hiwenX
贙	1250	g	贙	xuàn	hiwenH
赤	0793	a	𤆍	chì	tsyhek
赤	0793	a	𤆍	chì	tshjek
赦	0793	d	赦	shè	syaeH
赧	0216	b	赧	nǎn	nraenX
赨	1009	e	蟲	tóng	downg
赫	0779	a	赫	hè	xaek
赬	0834	m	貞	chēng	trhjeng
赭	0045	d	者	zhě	tsyaeX
走	0119	a	走	zǒu	tsuwX
赳	1064	d	丩	jiū	kjiwX
赴	1210	i	卜	fù	phjuH
起	0953	r	巳	qǐ	khiX
超	1131	j	召	chāo	trhjew
越	0303	e	戉	yuè	hwat
越	0303	e	戉	yuè	hjwot
趍	0003	m	多	chí	drje
趙	1149	u	肖	zhào	dewX
趙	1149	u	肖	zhào	drjewX
趛	0652	h	金	yǐn	ngimX
趞	0798	l	㫺	què	tshjak
趠	1126	d	卓	chuò	trhaewk
趡	0575	e'	隹	cuǐ	tshwijX
趣	0131	g	取	qù	tshjuH
趣	0131	g	取	qù	tshjowk
趨	0132	c	芻	qū	tsrhju
趩	0954	g	異	chì	trhik
趫	1138	h	喬	qiáo	gjew
趮	1134	j	喿	zào	tsawH
趯	1124	e	翟	tì	thek
足	1219	a	足	zú	tsjowk
足	1219	a	足	zú	tsjuH
趹	0312	f	叏	jué	kwet
趻	0651	u	?	chěn	trhimX
趼	0239	c	幵	jiǎn	kenX
趾	0961	g	止	zhǐ	tsyiX
跀	0306	j	月	yuè	ngjwot
跂	0864	g	支	qí	gjie
跈	0453	n	?	niǎn	denX
跈	0453	n	?	niǎn	nenX
跋	0276	b	犮	bá	bat
跌	0402	j	失	diē	det
跐	0358	e	?	cī	tshjeX
跖	0795	i	石	zhí	tsyek
跗	0136	e	?	fū	pju
跛	0025	m	皮	bǒ	paX
跛	0025	m	皮	bǒ	pjeH
距	0095	q	巨	jù	gjoX
跡	0800	g	亦	jī	tsjek
跣	0478	g	先	xiǎn	senX
跦	0128	l	?	zhū	trju
跨	0043	d	夸	kuà	khuH
跨	0043	d	夸	kuà	khwaeH
跪	0029	f	危	guì	khjweX
跪	0029	f	危	guì	gjweX
跫	1172	f'	巩	qióng	gjowng
跫	1172	f'	巩	qióng	khaewng
跬	0879	l	?	kuǐ	khjwieX
路	0766	l'	各	lù	luH
跰	0824	q	?	pián	ben
跱	0961	u	?	zhì	driX
跲	0675	k	合	jiá	kjaep
跲	0675	k	合	jiá	gjaep
跲	0675	k	合	jiá	keap
跳	1145	p	兆	tiào	dew
跼	1214	b	局	jú	gjowk
跽	0953	x	忌	jì	giX
踂	0632	c	?	niè	nrjep
踆	0468	b'	?	cūn	dzwon
踊	1185	n	勇	yǒng	yowngX
踐	0155	o	戔	jiàn	dzjenX
踒	0357	g	委	wō	'waH
踒	0357	g	委	wō	'wa
踔	1126	f	卓	chuō	trhaewk
踖	0798	k	㫺	jí	tsjek
踖	0798	k	㫺	jí	tshjak
踖	0798	k	㫺	jí	dzjek
踖	0798	k	㫺	jí	tshjek
踘	1017	g	?	jū	kjuwk
踝	0351	j	果	huái	hwaeX
踞	0049	r'	居	jù	kjoH
踟	0863	e	知	chí	drje
踣	0999	e'	咅	bó	phuwH
踣	0999	e'	咅	bó	bok
踥	0635	d	?	qiè	tshjep
踦	0001	c'	奇	yǐ	kjeX
踦	0001	c'	奇	yǐ	khje
踦	0001	c'	奇	yǐ	ngjeX
踧	1031	k	叔	cù	dek
踧	1031	k	叔	cù	tsjuwk
踰	0125	n	兪	yú	yu
踵	1188	f	重	zhǒng	tsyowngX
踶	0866	q	是	dì	dejH
踶	0866	q	是	dì	drjeX
踸	0658	g	甚	chěn	trhimX
踹	0168	-	?	chuài	tsrhjweH
踽	0099	g	禹	jǔ	kjuX
蹀	0633	k	?	dié	dep
蹂	1105	d	柔	róu	nyuwH
蹂	1105	d	柔	róu	nyuw
蹂	1105	d	柔	róu	nyuwX
蹄	0877	h	帝	tí	dej
蹇	0143	f	寒	jiǎn	kjenX
蹇	0143	f	寒	jiǎn	kjonX
蹈	1078	l	舀	dǎo	dawH
蹊	0876	l	奚	qī	hej
蹋	0628	b	𦐇	tà	dap
蹌	0703	j	倉	qiāng	tshjang
蹍	0201	c	?	niǎn	nrjenX
蹎	0375	k	眞	diān	ten
蹐	0852	b	𦟝	jí	tsjek
蹔	0611	e	?	zàn	dzamH
蹕	0407	l	畢	bì	pjit
蹙	1031	t	戚	cù	tsjuwk
蹜	1029	d	?	sù	srjuwk
蹟	0868	u	責	jī	tsjek
蹠	0804	f	庶	zhí	tsyek
蹢	0877	o	啻	dí	drjek
蹢	0877	o	啻	dí	tek
蹤	1191	-	從	zōng	tsjowng
蹩	0341	m	敝	bié	bet
蹯	0195	l	?	fán	bjon
蹲	0430	n	尊	dūn	tshwin
蹲	0430	n	尊	dūn	dzwon
蹴	1093	b	就	cù	tshjuwk
蹴	1093	b	就	cù	dzjuwk
蹴	1093	b	就	cù	tsjuwk
蹵	1093	c	?	cù	tshjuwk
蹵	1093	c	?	cù	tsjuwk
蹶	0301	g	厥	jué	gjwot
蹶	0301	g	厥	jué	kjwot
蹶	0301	g	厥	jué	kjwejH
蹷	0301	f	?	jué	gjwot
蹷	0301	f	?	jué	kjwot
蹷	0301	f	?	jué	kjwejH
蹻	1138	q	喬	juē	kjak
蹻	1138	q	喬	juē	gjak
蹻	1138	q	喬	juē	kjewX
躁	1134	k	喿	zào	tsawH
躃	0853	g	?	bì	pjiek
躄	0853	h	辟	bì	pjiek
躅	1224	h	蜀	zhú	drjowk
躇	0045	o'	著	chú	trhjak
躇	0045	o'	著	chú	drjo
躊	1090	n	𠷎	chóu	drjuw
躋	0593	p	亝	jī	tsej
躋	0593	p	亝	jī	tsejH
躍	1124	f	翟	yuè	yak
躐	0637	f	?	liè	ljep
躑	0363	f	鄭	zhí	drjek
躒	1125	k	?	lì	lek
躓	0493	c	質	zhì	trijH
躔	0204	b	廛	chán	drjen
躕	0127	n	?	chú	drju
躗	0342	g	?	wèi	hwaejH
躚	0206	-	?	xiān	sjen
躛	0342	-	衞	wèi	xweajH
躠	0289	f	?	sǎ	set
躠	0289	f	?	sǎ	sat
躡	0638	b	聶	niè	nrjep
躣	0096	e	瞿	qú	gju
躧	0878	j	麗	xǐ	srjeX
躩	0778	d	矍	jué	kjwak
躩	0778	d	矍	jué	khjwak
身	0386	a	申	shēn	syin
躬	1006	f	弓	gōng	kjuwng
躳	1006	e	躳	gōng	kjuwng
軀	0122	g	區	qū	khju
軀	0122	g	區	qū	khjuH
軄	0920	-	?	zhí	tsyik
車	0074	a	車	chē	kjo
車	0074	a	車	chē	tsyhae
軋	0280	a	乙	yà	'eat
軌	0992	k	九	guǐ	kwijX
軍	0458	a	𠣞	jūn	kjun
軏	0487	f	?	yuè	ngjwot
軏	0487	f	?	yuè	ngwot
軑	0317	h	大	dài	dejH
軑	0317	h	大	dài	dajH
軒	0139	g'	干	xuān	xjon
軓	0625	e	凡	fàn	bjomX
軔	0456	g	刃	rèn	nyinH
軘	0427	g	屯	tún	dwon
軛	0844	e	厄	è	'eak
軜	0695	i	內	nà	nop
軝	0867	j	氏	qí	gjie
軟	0238	a2	耎	ruǎn	nywenX
軥	0108	x	句	qú	gju
軦	0765	i	?	kuàng	xjwangH
軨	0823	q	令	líng	leng
軫	0453	g	㐱	zhěn	tsyinX
軱	0041	g	?	gū	ku
軶	0844	d	戹	è	'eak
軷	0276	e	犮	bá	bajH
軷	0276	e	犮	bá	bat
軸	1079	p	由	zhóu	drjuwk
軹	0865	c	只	zhǐ	tsyeX
軺	1131	k	召	yáo	yew
軼	0402	d	失	yì	yit
軼	0402	d	失	yì	det
軾	0918	l	式	shì	syik
輁	1182	n	?	gǒng	kjowngX
輁	1182	n	?	gǒng	gjowng
輂	1182	t	共	jú	kjowk
較	1166	b'	交	jiào	kaewk
輅	0766	n'	各	hé	luH
輅	0766	n'	各	hé	ngaeH
輅	0766	n'	各	hé	haek
輇	0234	h	全	quán	dzywen
輈	1084	g	舟	zhōu	trjuw
載	0943	a'	𢦒	zài	dzojH
載	0943	a'	𢦒	zài	tsojX
載	0943	a'	𢦒	zài	tsojH
輊	0413	e	至	zhì	trijH
輐	0257	p	?	wàn	ngwanX
輐	0257	p	?	wàn	ngwanH
輐	0257	p	?	wàn	hwanH
輒	0632	b	耴	zhé	tep
輒	0632	b	耴	zhé	trjep
輓	0222	j	免	wǎn	mjonX
輔	0102	v	甫	fǔ	bjuX
輕	0831	o	巠	qīng	khjieng
輕	0831	o	巠	qīng	khjiengH
輖	1083	i	周	zhōu	tsyuw
輗	0873	i	兒	ní	ngej
輛	0736	c	兩	liàng	ljangH
輜	0969	h	甾	zī	tsri
輝	0458	l	軍	huī	xjwɨj
輟	0295	e	叕	chuò	trjwet
輠	0351	l	?	guǒ	hwanX
輠	0351	l	?	guǒ	hwaeX
輠	0351	l	?	guǒ	hwojX
輢	0001	i'	奇	yǐ	'jeX
輤	1250	d	?	qiàn	tshenH
輥	0417	g	昆	gǔn	kwonX
輦	0215	a	輦	niǎn	ljenX
輪	0470	f	侖	lún	lwin
輭	0238	b	耎	ruǎn	nywenX
輮	1105	e	柔	róu	nyuwH
輮	1105	e	柔	róu	nyuwX
輯	0688	d	咠	jí	dzip
輯	0688	d	咠	jí	tsrip
輲	0168	l	?	chuán	dzywen
輴	0465	d	?	chūn	trhwin
輶	1096	y	酋	yóu	yuw
輸	0125	s	兪	shū	syu
輹	1034	g	𡕨	fù	bjuwk
輺	0969	g	?	zī	tsri
輻	0933	j	畐	fú	pjuwk
輾	0201	b	展	zhǎn	trjenX
輿	0089	j	舁	yú	yo
轀	0426	d	𥁕	wēn	'won
轂	1226	j	𣪊	gǔ	kuwk
轄	0314	f	害	xiá	haet
轅	0256	e	袁	yuán	hjwon
轉	0231	e	專	zhuǎn	trjwenX
轍	0286	e	徹	zhé	drjet
轏	0208	e	孱	zhàn	dzreanX
轏	0208	e	孱	zhàn	dzraenX
轐	1211	i	菐	bú	puwk
轒	0437	s	賁	fén	bjunX
轒	0437	s	賁	fén	bjun
轓	0195	g	?	fān	pjon
轔	0387	g	㷠	lín	lin
轘	0256	v	瞏	huán	hwaenH
轚	0854	c	𣪠	jí	kejH
轛	0511	h	對	zhuì	twojH
轛	0511	h	對	zhuì	trwijH
轡	1237	y	轡	pèi	pijH
轢	1125	d	樂	lì	lak
轢	1125	d	樂	lì	lek
辛	0382	a	辛	xīn	sin
辜	0049	p	古	gū	ku
辟	0853	a	辟	pì	bek
辟	0853	a	辟	pì	pjiek
辟	0853	a	辟	pì	bjiek
辠	0513	b	辠	zuì	dzwojH
辡	0219	a	?	biàn	pjenX
辥	0289	a	𡶫	xuē	sjet
辦	0219	f	辡	bàn	beanH
辧	0219	c	辡	biàn	bjenX
辧	0219	c	辡	biàn	beanH
辨	0219	b	辡	biàn	bjenX
辭	0968	a	𤔔	cí	ziH
辭	0968	a	𤔔	cí	zi
辯	0219	e	辡	biàn	bjenX
辰	0455	a	辰	chén	zyin
辱	1223	a	辱	rǔ	nyowk
農	1005	a	囟	nóng	nowng
辳	1005	b	?	nóng	nowng
辴	0455	t	?	chǎn	trhij
辴	0455	t	?	chǎn	trhinX
辵	1258	b	辵	chuò	trhjaek
迂	0097	p	于	yū	'ju
迂	0097	p	于	yū	hju
迄	0517	k	乞	qì	xjɨt
迅	0363	b	卂	xùn	swinH
迆	0004	r	也	yí	ye
迋	0739	l	王	wàng	kjwangX
迋	0739	l	王	wàng	gjwangX
迋	0739	l	王	wàng	kjwangH
迋	0739	l	王	wàng	hjwangX
迋	0739	l	王	wàng	hjwangH
迎	0699	d	卬	yíng	ngjaengH
迎	0699	d	卬	yíng	ngjaeng
近	0443	g	斤	jìn	gjɨnH
近	0443	g	斤	jìn	gjɨnX
迓	0037	f	?	yà	ngaeH
返	0262	e	反	fǎn	pjonX
迕	0060	h	?	wù	nguH
迤	0004	i'	?	yí	ye
迦	0015	-	加	jiā	kja
迨	0976	n'	?	dài	dojX
迪	1079	q	由	dí	dek
迫	0782	k	白	pò	paek
迭	0402	k	失	dié	det
迮	0806	m	乍	zé	tsak
述	0497	e	朮	shù	zywit
迴	0542	c	??	huí	hwoj
迷	0598	e	米	mí	mej
迸	0824	m	幷	bèng	peangH
迹	0800	h	責	jī	tsjek
迺	0946	a	?	nǎi	nojX
迻	0003	r	多	yí	ye
追	0543	d	𠂤	zhuī	trwij
迿	0392	q	?	xùn	zwin
迿	0392	q	?	xùn	swinH
退	0512	a	𨓤	tuì	thwojH
送	1179	a	??	sòng	suwngH
逃	1145	v	兆	táo	daw
逅	0112	c	后	hòu	huwH
逆	0788	c	屰	nì	ngjaek
逋	0102	d'	甫	bū	pu
逌	1081	g	?	yōu	yuw
逍	1149	m	肖	xiāo	sjew
逐	1022	a	豖	zhú	drjuwk
逑	1066	k	求	qiú	gjuw
途	0082	v	余	tú	du
逕	0831	i	巠	jìng	kengH
逖	0856	f	狄	tì	thek
通	1185	r	甬	tōng	thuwng
逝	0287	m	折	shì	dzyejH
逞	0835	x	呈	chěng	trhjengX
速	1222	i	束	sù	suwk
造	1051	a	告	zào	dzawX
造	1051	a	告	zào	tshawH
逡	0468	r	夋	qūn	swinH
逢	1197	o	夆	féng	buwng
逢	1197	o	夆	féng	bjowng
連	0213	a	連	lián	ljen
連	0213	a	連	lián	ljenX
逨	0944	g	?	lái	loj
逪	0798	q	㫺	cuò	tshak
逭	0157	m	官	huàn	hwanH
逮	0509	c	隶	dǎi	dojH
逮	0509	c	隶	dǎi	dejH
進	0379	a	隹	jìn	tsinH
逴	1126	c	卓	chuō	trhaewk
逵	0989	a	坴	kuí	gwij
逶	0357	e	委	wēi	'jwe
逷	0850	k	?	tì	thek
逸	0396	a	逸	yì	yit
逼	0933	p	畐	bī	pik
逾	0125	o	兪	yú	yu
遁	0465	e	盾	dùn	dwonX
遁	0465	e	盾	dùn	dwonH
遂	0526	d	㒸	suì	zwijH
遄	0168	m	耑	chuán	dzywen
遇	0124	h	禺	yù	ngjuH
遊	1080	g	斿	yóu	yuw
運	0458	d	軍	yùn	hjunH
遌	0788	i	亦	è	ngak
遍	0246	c	扁	biàn	penH
過	0018	e	咼	guò	kwa
過	0018	e	咼	guò	kwaH
遏	0313	l	曷	è	'at
遐	0033	j	叚	xiá	hae
遑	0708	i	皇	huáng	hwang
遒	1096	o	酋	qiú	tsjuw
道	1048	a	道	dào	dawX
道	1048	a	道	dào	dawH
達	0271	b	羍	dá	dat
達	0271	b	羍	dá	that
違	0571	d	韋	wéi	hjwɨj
遘	0109	l	冓	gòu	kuwH
遙	1144	k	䍃	yáo	yew
遜	0434	e	孫	xùn	swonH
遝	0678	e	眔	tà	dop
遞	0870	e	虒	dì	dejX
遞	0870	e	虒	dì	dejH
遟	0595	d	屖	chí	drij
遠	0256	f	袁	yuǎn	hjwonX
遠	0256	f	袁	yuǎn	hjwonH
遡	0769	d	朔	sù	suH
遣	0196	b	𠳋	qiǎn	khjenH
遣	0196	b	𠳋	qiǎn	khjenX
遨	1130	c	𢾕	áo	ngaw
適	0877	s	啻	shì	tsyek
適	0877	s	啻	shì	syek
遫	1222	r	?	chì	suwk
遭	1053	h	𣍘	zāo	tsaw
遮	0804	d	𢉙	zhē	tsyae
遯	0428	d	豚	dùn	dwonX
遯	0428	d	豚	dùn	dwonH
遰	0315	e	帶	dì	dejH
遰	0315	e	帶	dì	dzyejH
遲	0596	d	犀	chí	drijH
遲	0596	d	犀	chí	drij
遴	0387	h	㷠	lín	linH
遵	0430	q	尊	zūn	tswin
遷	0206	c	𠨧	qiān	tshjen
選	0433	f	㢲	xuǎn	sjwenH
選	0433	f	㢲	xuǎn	sjwenX
遹	0507	b	矞	yù	ywit
遺	0540	m	䝿	yí	ywij
遺	0540	m	䝿	yí	ywijH
遻	0788	j	?	wù	nguH
遼	1151	q	尞	liáo	lew
遽	0803	c	豦	jù	gjoH
避	0853	u	辟	bì	bjieH
邀	1162	f	敫	yāo	kew
邁	0267	d	萬	mài	maejH
邂	0861	e	解	xiè	heaH
邃	0526	o	遂	suì	swijH
還	0256	k	瞏	hái	zjwen
還	0256	k	瞏	hái	hwaen
邅	0148	i	?	zhān	trjenX
邅	0148	i	?	zhān	drjenX
邇	0359	c	爾	ěr	nyeX
邈	1171	d	?	miǎo	maewk
邊	0224	c	??	biān	pen
邋	0637	g	巤	lā	ljep
邍	0259	a	?	yuán	ngjwon
邑	0683	a	邑	yì	'ip
邕	1184	a	邕	yōng	'jowng
邗	0139	v	干	hán	han
邛	1172	s	工	qióng	gjowng
邡	0740	o	方	fāng	pjang
那	0350	a	??	nà	na
邦	1197	e	丰	bāng	paewng
邪	0047	a	牙	xié	zjae
邪	0047	a	牙	xié	yae
邪	0047	a	牙	xié	zjo
邴	0757	j	丙	bǐng	pjaengX
邸	0590	i	氐	dǐ	tejX
邾	0128	m	朱	zhū	trju
邿	0961	e'	寺	shī	syi
郁	0995	a'	有	yù	'juwk
郄	0776	f	?	xì	khjaek
郊	1166	n	交	jiāo	kaew
郎	0735	r	良	láng	lang
郘	0076	h	?	lǘ	ljoX
郛	1233	g	孚	fú	phju
郜	1039	f	告	gào	kowk
郜	1039	f	告	gào	kawH
郟	0630	d	夾	jiá	keap
郡	0459	g	君	jùn	gjunH
郤	0776	e	谷	xì	khjaek
部	0999	z	咅	bù	buwX
郭	0774	a	𩫏	guō	kwak
郳	0873	j	兒	ní	ngej
郵	0997	a	𨞄	yóu	hjuw
都	0045	e'	者	dōu	tu
郾	0253	h	匽	yǎn	'jonH
鄀	0777	i	?	ruò	nyak
鄂	0788	l	咢	è	ngak
鄉	0714	c	??	xiāng	xjang
鄉	0714	c	??	xiāng	xjangH
鄉	0714	c	??	xiāng	xjangX
鄒	0132	-	芻	zōu	tsrjuw
鄙	0983	e	啚	bǐ	pijX
鄣	0723	j	章	zhāng	tsyang
鄤	0266	l	?	màn	manH
鄦	0103	q	無	xǔ	xjoX
鄧	0883	l	登	dèng	dongH
鄭	0363	e	奠	zhèng	drjengH
鄰	0387	i	㷠	lín	lin
鄲	0147	j	?	dān	tan
酇	0153	g	贊	zàn	tswanX
酉	1096	a	酉	yǒu	yuwX
酋	1096	l	酋	qiú	dzjuw
酌	1120	d	勺	zhuó	tsyak
配	0514	a	己	pèi	phwojH
酎	1073	c	肘	zhòu	drjuwX
酏	0004	s	也	yǐ	ye
酒	1096	k	酉	jiǔ	tsjuwX
酓	0651	d'	今	yǎn	'jiemX
酖	0656	e	冘	zhèn	drimH
酗	1243	a	?	xù	xjuH
酢	0806	t	乍	cù	dzak
酣	0606	g	甘	hān	ham
酤	0049	b'	古	gū	huX
酪	0766	p	各	lào	lak
酬	1086	e	州	chóu	dzyuw
酲	0835	v	呈	chéng	drjeng
酲	0835	v	呈	chéng	trhjeng
酳	0451	c	胤	yìn	yinH
酷	1039	m	告	kù	khowk
酸	0468	e'	夋	suān	swan
酺	0102	k'	甫	pú	bu
酺	0102	k'	甫	pú	buH
醆	0155	h	戔	zhǎn	tsrjenX
醇	0464	f	𦎧	chún	dzywin
醉	0490	h	卒	zuì	tswijH
醋	0798	t	㫺	cù	dzak
醍	0866	i	是	tí	thejX
醒	0812	b'	星	xǐng	sengX
醒	0812	b'	星	xǐng	sengH
醒	0812	b'	星	xǐng	seng
醓	0656	o	?	tǎn	thomX
醙	1097	j	?	sōu	srjuwX
醜	1089	a	酉	chǒu	tsyhuwX
醢	0995	n	𥁓	hǎi	xojX
醨	0023	e	离	lí	lje
醪	1069	r	翏	láo	law
醫	0958	a	殹	yī	'i
醬	0727	y	將	jiàng	tsjangH
醮	1148	f	焦	jiào	tsjewH
醯	1241	i	醯	xī	xej
醲	1005	j	䢉	nóng	nrjowng
醲	1005	j	䢉	nóng	nuwng
醳	0790	g	?	yì	yek
醴	0597	e	豐	lǐ	lejX
醵	0803	e	豦	jù	gjo
醵	0803	e	豦	jù	gjoH
醵	0803	e	豦	jù	gjak
醷	0957	d	?	yì	'iX
醷	0957	d	?	yì	'ik
醹	0134	j	需	rú	nyuX
醹	0134	j	需	rú	nyu
醻	1090	o	𠷎	chóu	dzyuw
釀	0730	j	襄	niàng	nyangH
釁	0446	a	分	xìn	xjɨnH
釂	1121	h	爵	jiào	tsjewH
釃	0878	h	麗	shāi	srjo
釃	0878	h	麗	shāi	srje
釆	0195	a	釆	biàn	ben
釆	0195	a	釆	biàn	beanH
采	0942	a	采	cǎi	tshojX
釋	0790	l	睪	shì	syek
里	0978	a	里	lǐ	liX
重	1188	a	東	zhòng	drjowng
重	1188	a	東	zhòng	drjowngX
野	0083	l	予	yě	yaeX
量	0737	a	量	liàng	ljang
量	0737	a	量	liàng	ljangH
釐	0979	l	𠩺	lí	li
金	0652	a	今	jīn	kim
釗	1163	a	釗	zhāo	tsyew
釗	1163	a	釗	zhāo	kew
釜	0102	f	父	fǔ	bjuX
釣	1120	k	勺	diào	tewH
釦	0110	f	口	kòu	khuwX
釬	0139	y	干	hàn	hanH
釬	0139	y	干	hàn	kan
釱	0317	l	大	dì	dejH
